"postiid","partianame","kohapostimit","nrlike","nrReaction","nrkomenteve","nrshare","koalicionet"
"590118427700874_1537474039631970","PDKqender","2017-10-17 14:54:10","287","289","3","2","PDK-AAK-NISMA"
"590118427700874_1537474802965227","PDKqender","2017-10-17 15:30:01","164","165","3","0","PDK-AAK-NISMA"
"590118427700874_1537475472965160","PDKqender","2017-10-17 16:30:00","63","63","1","0","PDK-AAK-NISMA"
"590118427700874_1537475896298451","PDKqender","2017-10-17 17:30:01","72","73","0","0","PDK-AAK-NISMA"
"590118427700874_1537476332965074","PDKqender","2017-10-17 18:30:01","181","182","0","2","PDK-AAK-NISMA"
"590118427700874_1537476802965027","PDKqender","2017-10-17 19:30:01","76","76","0","0","PDK-AAK-NISMA"
"590118427700874_1537477209631653","PDKqender","2017-10-17 20:30:00","143","144","2","1","PDK-AAK-NISMA"
"590118427700874_1537477669631607","PDKqender","2017-10-17 21:30:00","107","108","0","0","PDK-AAK-NISMA"
"590118427700874_1537478206298220","PDKqender","2017-10-17 22:30:01","59","59","1","1","PDK-AAK-NISMA"
"590118427700874_1537490032963704","PDKqender","2017-10-17 15:19:10","263","265","1","0","PDK-AAK-NISMA"
"590118427700874_1537588306287210","PDKqender","2017-10-17 17:34:23","640","641","2","15","PDK-AAK-NISMA"
"590118427700874_1537679449611429","PDKqender","2017-10-17 19:48:19","586","588","4","10","PDK-AAK-NISMA"
"590118427700874_1538508989528475","PDKqender","2017-10-18 17:29:50","440","442","4","5","PDK-AAK-NISMA"
"590118427700874_1538534292859278","PDKqender","2017-10-18 18:05:20","250","250","5","0","PDK-AAK-NISMA"
"590118427700874_1538589379520436","PDKqender","2017-10-18 19:26:52","808","812","18","31","PDK-AAK-NISMA"
"590118427700874_1539051862807521","PDKqender","2017-10-19 09:10:08","263","266","0","8","PDK-AAK-NISMA"
"590118427700874_1539308519448522","PDKqender","2017-10-19 15:40:53","520","520","4","21","PDK-AAK-NISMA"
"590118427700874_1539349399444434","PDKqender","2017-10-19 16:38:26","255","257","3","0","PDK-AAK-NISMA"
"590118427700874_1539436206102420","PDKqender","2017-10-19 18:34:08","219","223","3","0","PDK-AAK-NISMA"
"590118427700874_1539541362758571","PDKqender","2017-10-19 21:20:38","313","314","3","1","PDK-AAK-NISMA"
"590118427700874_1539964839382890","PDKqender","2017-10-20 09:15:38","224","225","0","2","PDK-AAK-NISMA"
"590118427700874_1540157152696992","PDKqender","2017-10-20 14:23:38","478","480","3","8","PDK-AAK-NISMA"
"590118427700874_1540181006027940","PDKqender","2017-10-20 15:00:50","464","467","5","0","PDK-AAK-NISMA"
"590118427700874_1540238356022205","PDKqender","2017-10-20 16:22:14","94","94","1","0","PDK-AAK-NISMA"
"590118427700874_1540414919337882","PDKqender","2017-10-20 20:29:30","508","516","11","0","PDK-AAK-NISMA"
"590118427700874_1540420549337319","PDKqender","2017-10-20 20:37:37","469","473","4","9","PDK-AAK-NISMA"
"590118427700874_1540482815997759","PDKqender","2017-10-20 22:17:03","246","247","6","0","PDK-AAK-NISMA"
"590118427700874_1541836365862404","PDKqender","2017-10-22 13:56:39","678","683","17","0","PDK-AAK-NISMA"
"590118427700874_1542121452500562","PDKqender","2017-10-22 20:22:38","388","389","3","0","PDK-AAK-NISMA"
"590118427700874_1544587405587300","PDKqender","2017-10-25 14:30:49","124","124","0","0","PDK-AAK-NISMA"
"590118427700874_1544591078920266","PDKqender","2017-10-25 14:35:51","35","35","0","0","PDK-AAK-NISMA"
"590118427700874_1544847538894620","PDKqender","2017-10-25 20:35:54","3394","3453","436","516","PDK-AAK-NISMA"
"590118427700874_1547337475312293","PDKqender","2017-10-28 15:11:31","116","116","2","0","PDK-AAK-NISMA"
"590118427700874_1551178178261556","PDKqender","2017-11-01 13:44:09","125","126","0","0","PDK-AAK-NISMA"
"590118427700874_1553110338068340","PDKqender","2017-11-03 16:02:36","101","101","5","0","PDK-AAK-NISMA"
"590118427700874_1553232108056163","PDKqender","2017-11-03 18:45:02","86","87","0","0","PDK-AAK-NISMA"
"590118427700874_1554064924639548","PDKqender","2017-11-04 16:25:22","82","82","0","0","PDK-AAK-NISMA"
"590118427700874_1554207984625242","PDKqender","2017-11-04 19:26:34","87","88","0","0","PDK-AAK-NISMA"
"731872216837591_10155654901719098","nismaperkosoven.official","2017-09-27 22:51:40","98","98","0","4","PDK-AAK-NISMA"
"731872216837591_10155704645524098","nismaperkosoven.official","2017-10-16 20:03:30","230","230","3","5","PDK-AAK-NISMA"
"731872216837591_10155717435009098","nismaperkosoven.official","2017-10-20 19:35:03","268","272","5","30","PDK-AAK-NISMA"
"731872216837591_1703257549699048","nismaperkosoven.official","2017-09-26 13:28:56","119","120","10","3","PDK-AAK-NISMA"
"731872216837591_1703330039691799","nismaperkosoven.official","2017-09-26 15:14:15","79","79","3","1","PDK-AAK-NISMA"
"731872216837591_1703425936348876","nismaperkosoven.official","2017-09-26 16:58:40","132","132","2","9","PDK-AAK-NISMA"
"731872216837591_1703453366346133","nismaperkosoven.official","2017-09-26 18:14:49","85","86","1","5","PDK-AAK-NISMA"
"731872216837591_1704347422923394","nismaperkosoven.official","2017-09-27 17:08:50","68","69","0","1","PDK-AAK-NISMA"
"731872216837591_1704351446256325","nismaperkosoven.official","2017-09-27 17:18:36","104","105","2","10","PDK-AAK-NISMA"
"731872216837591_1704506752907461","nismaperkosoven.official","2017-09-27 19:52:04","37","37","0","1","PDK-AAK-NISMA"
"731872216837591_1704512089573594","nismaperkosoven.official","2017-09-27 20:02:28","39","39","0","0","PDK-AAK-NISMA"
"731872216837591_1704629006228569","nismaperkosoven.official","2017-09-27 22:35:10","51","51","0","2","PDK-AAK-NISMA"
"731872216837591_1704633509561452","nismaperkosoven.official","2017-09-27 22:44:20","97","97","0","3","PDK-AAK-NISMA"
"731872216837591_1705592306132239","nismaperkosoven.official","2017-09-28 18:12:27","209","213","17","9","PDK-AAK-NISMA"
"731872216837591_1705596106131859","nismaperkosoven.official","2017-09-28 18:15:24","71","71","1","0","PDK-AAK-NISMA"
"731872216837591_1705661802791956","nismaperkosoven.official","2017-09-28 20:06:23","71","71","2","0","PDK-AAK-NISMA"
"731872216837591_1705748599449943","nismaperkosoven.official","2017-09-28 21:46:09","172","172","0","4","PDK-AAK-NISMA"
"731872216837591_1705766966114773","nismaperkosoven.official","2017-09-28 22:08:17","61","61","0","1","PDK-AAK-NISMA"
"731872216837591_1706558592702277","nismaperkosoven.official","2017-09-29 18:44:51","114","114","0","5","PDK-AAK-NISMA"
"731872216837591_1706603212697815","nismaperkosoven.official","2017-09-29 20:12:36","91","92","3","0","PDK-AAK-NISMA"
"731872216837591_1706612069363596","nismaperkosoven.official","2017-09-29 19:55:23","291","295","67","29","PDK-AAK-NISMA"
"731872216837591_1706684529356350","nismaperkosoven.official","2017-09-29 21:17:14","84","84","0","5","PDK-AAK-NISMA"
"731872216837591_1706701442687992","nismaperkosoven.official","2017-09-29 21:40:21","47","47","0","7","PDK-AAK-NISMA"
"731872216837591_1707302609294542","nismaperkosoven.official","2017-09-30 15:13:48","148","150","8","4","PDK-AAK-NISMA"
"731872216837591_1707480532610083","nismaperkosoven.official","2017-09-30 18:48:04","134","135","6","15","PDK-AAK-NISMA"
"731872216837591_1707540285937441","nismaperkosoven.official","2017-09-30 20:25:04","114","115","3","7","PDK-AAK-NISMA"
"731872216837591_1707582345933235","nismaperkosoven.official","2017-09-30 20:53:05","164","164","1","25","PDK-AAK-NISMA"
"731872216837591_1707597115931758","nismaperkosoven.official","2017-09-30 21:10:49","109","109","0","7","PDK-AAK-NISMA"
"731872216837591_1707619052596231","nismaperkosoven.official","2017-09-30 21:41:59","148","148","1","3","PDK-AAK-NISMA"
"731872216837591_1707622499262553","nismaperkosoven.official","2017-09-30 21:47:54","101","101","1","2","PDK-AAK-NISMA"
"731872216837591_1707661395925330","nismaperkosoven.official","2017-09-30 22:47:05","118","118","2","5","PDK-AAK-NISMA"
"731872216837591_1707688622589274","nismaperkosoven.official","2017-09-30 23:27:09","75","75","1","0","PDK-AAK-NISMA"
"731872216837591_1708364505855019","nismaperkosoven.official","2017-10-01 16:18:05","168","173","11","9","PDK-AAK-NISMA"
"731872216837591_1708385989186204","nismaperkosoven.official","2017-10-01 16:20:55","83","83","2","0","PDK-AAK-NISMA"
"731872216837591_1708675785823891","nismaperkosoven.official","2017-10-01 21:25:59","220","220","5","3","PDK-AAK-NISMA"
"731872216837591_1708693609155442","nismaperkosoven.official","2017-10-01 21:50:23","158","158","2","7","PDK-AAK-NISMA"
"731872216837591_1708792989145504","nismaperkosoven.official","2017-10-02 00:08:03","50","50","1","0","PDK-AAK-NISMA"
"731872216837591_1709479489076854","nismaperkosoven.official","2017-10-02 18:14:34","134","135","8","9","PDK-AAK-NISMA"
"731872216837591_1709603925731077","nismaperkosoven.official","2017-10-02 19:55:13","81","81","4","0","PDK-AAK-NISMA"
"731872216837591_1709696142388522","nismaperkosoven.official","2017-10-02 21:05:48","154","154","3","13","PDK-AAK-NISMA"
"731872216837591_1709700909054712","nismaperkosoven.official","2017-10-02 21:11:12","125","125","1","7","PDK-AAK-NISMA"
"731872216837591_1710758575615612","nismaperkosoven.official","2017-10-03 18:08:33","1017","1023","32","95","PDK-AAK-NISMA"
"731872216837591_1710760515615418","nismaperkosoven.official","2017-10-03 18:23:37","141","143","0","4","PDK-AAK-NISMA"
"731872216837591_1710876358937167","nismaperkosoven.official","2017-10-03 19:45:52","26","26","0","0","PDK-AAK-NISMA"
"731872216837591_1711031505588319","nismaperkosoven.official","2017-10-03 22:23:51","159","159","2","11","PDK-AAK-NISMA"
"731872216837591_1711669565524513","nismaperkosoven.official","2017-10-04 12:10:15","103","103","1","0","PDK-AAK-NISMA"
"731872216837591_1712016058823197","nismaperkosoven.official","2017-10-04 18:53:37","113","113","1","4","PDK-AAK-NISMA"
"731872216837591_1712212158803587","nismaperkosoven.official","2017-10-04 22:43:27","22","22","1","0","PDK-AAK-NISMA"
"731872216837591_1713180238706779","nismaperkosoven.official","2017-10-05 22:28:49","237","237","1","11","PDK-AAK-NISMA"
"731872216837591_1713983151959821","nismaperkosoven.official","2017-10-06 19:33:12","288","291","22","5","PDK-AAK-NISMA"
"731872216837591_1714047948620008","nismaperkosoven.official","2017-10-06 20:04:04","63","63","1","0","PDK-AAK-NISMA"
"731872216837591_1714138958610907","nismaperkosoven.official","2017-10-06 22:08:27","288","288","1","3","PDK-AAK-NISMA"
"731872216837591_1714183538606449","nismaperkosoven.official","2017-10-06 23:27:26","305","305","1","0","PDK-AAK-NISMA"
"731872216837591_1714184521939684","nismaperkosoven.official","2017-10-06 23:28:57","373","373","1","0","PDK-AAK-NISMA"
"731872216837591_1714184748606328","nismaperkosoven.official","2017-10-06 23:29:21","253","253","0","0","PDK-AAK-NISMA"
"731872216837591_1714846288540174","nismaperkosoven.official","2017-10-07 15:52:17","99","99","1","0","PDK-AAK-NISMA"
"731872216837591_1715111475180322","nismaperkosoven.official","2017-10-07 21:28:08","180","182","6","3","PDK-AAK-NISMA"
"731872216837591_1716122158412587","nismaperkosoven.official","2017-10-08 21:19:08","191","197","22","12","PDK-AAK-NISMA"
"731872216837591_1717134228311380","nismaperkosoven.official","2017-10-09 18:55:43","109","109","1","4","PDK-AAK-NISMA"
"731872216837591_1717216821636454","nismaperkosoven.official","2017-10-09 20:59:57","108","108","1","8","PDK-AAK-NISMA"
"731872216837591_1718250438199759","nismaperkosoven.official","2017-10-10 22:45:58","74","74","0","0","PDK-AAK-NISMA"
"731872216837591_1718250774866392","nismaperkosoven.official","2017-10-10 22:46:09","99","99","2","0","PDK-AAK-NISMA"
"731872216837591_1718747998150003","nismaperkosoven.official","2017-10-11 12:27:22","130","130","1","15","PDK-AAK-NISMA"
"731872216837591_1719072138117589","nismaperkosoven.official","2017-10-11 20:17:05","136","138","4","5","PDK-AAK-NISMA"
"731872216837591_1719138398110963","nismaperkosoven.official","2017-10-11 21:41:17","166","169","9","1","PDK-AAK-NISMA"
"731872216837591_1719145008110302","nismaperkosoven.official","2017-10-11 21:47:34","89","89","1","0","PDK-AAK-NISMA"
"731872216837591_1719951531362983","nismaperkosoven.official","2017-10-12 17:58:28","238","238","2","7","PDK-AAK-NISMA"
"731872216837591_1720036791354457","nismaperkosoven.official","2017-10-12 20:18:50","276","285","21","6","PDK-AAK-NISMA"
"731872216837591_1720197661338370","nismaperkosoven.official","2017-10-12 22:54:51","159","159","2","20","PDK-AAK-NISMA"
"731872216837591_1721091354582334","nismaperkosoven.official","2017-10-13 20:32:46","143","146","2","4","PDK-AAK-NISMA"
"731872216837591_1721774271180709","nismaperkosoven.official","2017-10-14 14:15:46","124","125","6","6","PDK-AAK-NISMA"
"731872216837591_1723023881055748","nismaperkosoven.official","2017-10-15 17:28:53","245","250","20","13","PDK-AAK-NISMA"
"731872216837591_1723155787709224","nismaperkosoven.official","2017-10-15 20:33:19","143","144","1","2","PDK-AAK-NISMA"
"731872216837591_1724183300939806","nismaperkosoven.official","2017-10-16 20:13:45","195","197","3","2","PDK-AAK-NISMA"
"731872216837591_1724236064267863","nismaperkosoven.official","2017-10-16 21:03:37","111","112","2","3","PDK-AAK-NISMA"
"731872216837591_1726175840740552","nismaperkosoven.official","2017-10-18 17:11:09","153","154","6","6","PDK-AAK-NISMA"
"731872216837591_1727118927312910","nismaperkosoven.official","2017-10-19 12:04:16","378","379","2","7","PDK-AAK-NISMA"
"731872216837591_1727333960624740","nismaperkosoven.official","2017-10-19 17:40:47","151","158","20","29","PDK-AAK-NISMA"
"731872216837591_1730504280307708","nismaperkosoven.official","2017-10-22 12:36:46","80","81","2","6","PDK-AAK-NISMA"
"731872216837591_1730539170304219","nismaperkosoven.official","2017-10-22 13:11:45","107","107","1","1","PDK-AAK-NISMA"
"731872216837591_1730648853626584","nismaperkosoven.official","2017-10-22 15:15:39","98","98","1","0","PDK-AAK-NISMA"
"731872216837591_1730697560288380","nismaperkosoven.official","2017-10-22 16:07:38","94","94","3","5","PDK-AAK-NISMA"
"731872216837591_1730827233608746","nismaperkosoven.official","2017-10-22 18:39:49","104","106","3","8","PDK-AAK-NISMA"
"731872216837591_1730892920268844","nismaperkosoven.official","2017-10-22 19:54:53","32","32","0","0","PDK-AAK-NISMA"
"731872216837591_1731048266919976","nismaperkosoven.official","2017-10-22 23:15:07","81","82","1","1","PDK-AAK-NISMA"
"731872216837591_1731704900187646","nismaperkosoven.official","2017-10-23 15:06:19","94","95","0","0","PDK-AAK-NISMA"
"731872216837591_1731777676847035","nismaperkosoven.official","2017-10-23 16:28:27","61","61","2","0","PDK-AAK-NISMA"
"731872216837591_1733354230022713","nismaperkosoven.official","2017-10-24 21:10:17","86","86","0","5","PDK-AAK-NISMA"
"731872216837591_1741554212536048","nismaperkosoven.official","2017-10-31 21:15:58","77","77","1","0","PDK-AAK-NISMA"
"731872216837591_1747082071983262","nismaperkosoven.official","2017-11-05 19:19:51","22","23","0","0","PDK-AAK-NISMA"
