"postiid","kandidatiname","kohapostimit","nrlike","nrReaction","nrkomenteve","nrshare"
"538814499513242_1691598037568210","avdullah.hoti","2017-10-24 14:20:03","962","964","13","1"
"538814499513242_1691735317554482","avdullah.hoti","2017-10-24 16:58:23","473","473","8","0"
"538814499513242_1692438264150854","avdullah.hoti","2017-10-25 20:00:36","144","144","0","0"
"538814499513242_1692895324105148","avdullah.hoti","2017-10-25 20:20:41","365","366","1","4"
"538814499513242_1693526617375352","avdullah.hoti","2017-10-26 12:58:00","72","73","0","0"
"538814499513242_1693576040703743","avdullah.hoti","2017-10-26 14:09:56","122","122","0","3"
"538814499513242_1693593604035320","avdullah.hoti","2017-10-26 14:33:32","70","71","0","0"
"538814499513242_1693851517342862","avdullah.hoti","2017-10-26 20:16:17","375","376","2","1"
"538814499513242_1693915840669763","avdullah.hoti","2017-10-26 21:48:48","509","510","7","16"
"538814499513242_1693975810663766","avdullah.hoti","2017-10-26 23:20:37","233","235","1","6"
"538814499513242_1694962963898384","avdullah.hoti","2017-10-27 22:31:43","92","93","2","0"
"538814499513242_1695032653891415","avdullah.hoti","2017-10-28 00:24:04","288","288","2","3"
"538814499513242_1695426743852006","avdullah.hoti","2017-10-28 11:08:05","218","219","2","11"
"538814499513242_1695438703850810","avdullah.hoti","2017-10-28 11:26:51","69","69","1","1"
"538814499513242_1695873653807315","avdullah.hoti","2017-10-28 20:29:27","2850","2861","83","0"
"538814499513242_1697807243613956","avdullah.hoti","2017-10-30 18:47:58","144","144","2","0"
"538814499513242_1698768413517839","avdullah.hoti","2017-10-31 17:30:18","307","308","13","11"
"538814499513242_1698867930174554","avdullah.hoti","2017-10-31 19:39:55","532","532","11","9"
"538814499513242_1698894046838609","avdullah.hoti","2017-10-31 20:14:15","318","320","9","2"
"538814499513242_1698934896834524","avdullah.hoti","2017-10-31 21:19:56","305","308","5","5"
"538814499513242_1698949240166423","avdullah.hoti","2017-10-31 21:42:06","130","130","0","3"
"538814499513242_1699402686787745","avdullah.hoti","2017-11-01 09:48:11","200","204","4","8"
"538814499513242_1699794110081936","avdullah.hoti","2017-11-01 18:29:16","193","193","2","0"
"538814499513242_1699795270081820","avdullah.hoti","2017-11-01 18:30:41","230","231","1","0"
"538814499513242_1699800240081323","avdullah.hoti","2017-11-01 18:37:27","427","429","17","0"
"538814499513242_1700586576669356","avdullah.hoti","2017-11-02 15:32:52","132","134","0","2"
"538814499513242_1701362286591785","avdullah.hoti","2017-11-03 11:33:42","161","161","0","1"
"538814499513242_1701381536589860","avdullah.hoti","2017-11-03 11:56:39","232","232","0","2"
"538814499513242_1701628526565161","avdullah.hoti","2017-11-03 17:28:08","366","366","8","2"
"538814499513242_1701846669876680","avdullah.hoti","2017-11-03 22:08:44","55","55","0","0"
"538814499513242_1702659659795381","avdullah.hoti","2017-11-04 18:45:47","535","535","3","2"
"538814499513242_1702665469794800","avdullah.hoti","2017-11-04 18:53:05","630","633","7","2"
"538814499513242_1702670949794252","avdullah.hoti","2017-11-04 18:58:12","298","298","0","2"
"538814499513242_1702672399794107","avdullah.hoti","2017-11-04 19:00:03","319","319","4","1"
"538814499513242_1702703366457677","avdullah.hoti","2017-11-04 19:45:57","82","82","1","0"
"538814499513242_1703382249723122","avdullah.hoti","2017-11-05 14:19:01","508","510","23","9"
"538814499513242_1703392576388756","avdullah.hoti","2017-11-05 14:31:42","481","487","20","16"
"538814499513242_1703491009712246","avdullah.hoti","2017-11-05 16:26:46","365","374","24","23"
"538814499513242_1703507883043892","avdullah.hoti","2017-11-05 16:51:32","130","130","1","0"
"538814499513242_1704326739628673","avdullah.hoti","2017-11-06 13:07:07","49","49","1","1"
"955736937825877_1464579233608309","IsaMustafaKS","2017-10-02 12:03:53","479","483","16","12"
"955736937825877_1464992576900308","IsaMustafaKS","2017-10-02 22:13:04","688","690","11","3"
"955736937825877_1465808940152005","IsaMustafaKS","2017-10-03 20:57:40","751","773","67","71"
"955736937825877_1465815820151317","IsaMustafaKS","2017-10-03 21:04:02","592","594","20","5"
"955736937825877_1467403563325876","IsaMustafaKS","2017-10-05 16:34:32","547","553","5","7"
"955736937825877_1468129013253331","IsaMustafaKS","2017-10-06 11:33:54","395","401","20","29"
"955736937825877_1468372773228955","IsaMustafaKS","2017-10-06 16:57:55","677","681","11","13"
"955736937825877_1468998949833004","IsaMustafaKS","2017-10-07 08:27:35","453","456","22","4"
"955736937825877_1469121886487377","IsaMustafaKS","2017-10-07 11:54:28","322","325","5","16"
"955736937825877_1469127526486813","IsaMustafaKS","2017-10-07 12:04:08","985","1025","144","41"
"955736937825877_1470004553065777","IsaMustafaKS","2017-10-08 11:19:56","1636","1653","45","15"
"955736937825877_1470387049694194","IsaMustafaKS","2017-10-08 20:36:53","786","791","9","13"
"955736937825877_1471306996268866","IsaMustafaKS","2017-10-09 21:23:43","747","749","11","9"
"955736937825877_1471851642881068","IsaMustafaKS","2017-10-10 14:32:38","255","258","5","2"
"955736937825877_1473052709427628","IsaMustafaKS","2017-10-11 22:16:25","1737","1759","66","173"
"955736937825877_1473413706058195","IsaMustafaKS","2017-10-12 08:23:12","212","214","0","3"
"955736937825877_1473603249372574","IsaMustafaKS","2017-10-12 14:23:23","699","702","18","22"
"955736937825877_1473632526036313","IsaMustafaKS","2017-10-12 14:54:40","749","751","21","22"
"955736937825877_1473870862679146","IsaMustafaKS","2017-10-12 20:38:35","1049","1121","269","23"
"955736937825877_1476558139077085","IsaMustafaKS","2017-10-15 18:45:05","720","722","12","13"
"955736937825877_1476562615743304","IsaMustafaKS","2017-10-15 18:49:04","759","765","15","11"
"955736937825877_1477109832355249","IsaMustafaKS","2017-10-16 11:17:52","319","321","6","6"
"955736937825877_1477253625674203","IsaMustafaKS","2017-10-16 14:40:42","671","679","18","12"
"955736937825877_1478488585550707","IsaMustafaKS","2017-10-17 20:49:59","488","491","6","10"
"955736937825877_1478875538845345","IsaMustafaKS","2017-10-18 08:46:49","458","460","7","15"
"955736937825877_1478915148841384","IsaMustafaKS","2017-10-18 10:02:49","618","620","14","18"
"955736937825877_1479116412154591","IsaMustafaKS","2017-10-18 15:16:08","557","561","18","12"
"955736937825877_1479331102133122","IsaMustafaKS","2017-10-18 19:48:54","2276","2288","28","45"
"955736937825877_1479732785426287","IsaMustafaKS","2017-10-19 07:46:28","578","581","21","23"
"955736937825877_1479789922087240","IsaMustafaKS","2017-10-19 09:52:56","373","377","7","10"
"955736937825877_1479803638752535","IsaMustafaKS","2017-10-19 10:19:39","1353","1361","31","32"
"955736937825877_1480822995317266","IsaMustafaKS","2017-10-20 12:04:41","467","472","6","6"
"955736937825877_1481248651941367","IsaMustafaKS","2017-10-20 22:07:48","1868","1884","49","20"
"955736937825877_1481279085271657","IsaMustafaKS","2017-10-20 22:49:38","1397","1414","16","16"
"955736937825877_1481286201937612","IsaMustafaKS","2017-10-20 23:02:08","422","429","11","1"
"955736937825877_1483046315094934","IsaMustafaKS","2017-10-23 01:09:15","2301","2354","195","48"
"955736937825877_1484200204979545","IsaMustafaKS","2017-10-24 10:29:25","1020","1039","36","10"
"955736937825877_1484252091641023","IsaMustafaKS","2017-10-24 11:47:57","800","823","57","7"
"955736937825877_1487421811324051","IsaMustafaKS","2017-10-27 22:16:09","616","632","18","14"
"955736937825877_1487921401274092","IsaMustafaKS","2017-10-28 12:45:06","486","490","15","4"
"955736937825877_1489767461089486","IsaMustafaKS","2017-10-30 10:17:51","918","941","95","29"
"955736937825877_1490996467633252","IsaMustafaKS","2017-10-31 18:44:07","739","747","30","44"
"955736937825877_1491580320908200","IsaMustafaKS","2017-11-01 12:18:05","421","425","13","10"
"955736937825877_1492682420797990","IsaMustafaKS","2017-11-02 18:26:55","435","442","11","0"
"955736937825877_1492807304118835","IsaMustafaKS","2017-11-02 22:01:54","292","294","7","14"
"955736937825877_1493477547385144","IsaMustafaKS","2017-11-03 15:15:35","349","350","5","8"
"955736937825877_1495145900551642","IsaMustafaKS","2017-11-05 12:45:41","916","935","64","46"
