"dkid","EmriKandidatit","Data","nrLike","nrReaction","nrKomente","nrShare","nrPosteve"
"","behgjeti","2017-10-20","2987","3053","211","138","2"
"","DardanMolliqaj8","2017-10-20","535","602","98","31","1"
"","fatmirlimaj","2017-10-20","2977","3000","82","158","7"
"","HashimThaciOfficial","2017-10-20","1589","1601","32","14","2"
"","IsaMustafaKS","2017-10-20","4151","4196","82","43","4"
"","kadriveseliofficial","2017-10-20","19369","19646","684","518","8"
"","mimozakusari","2017-10-20","2725","2917","275","99","7"
"","RamushHaradinajOfficial","2017-10-20","1231","1237","13","6","2"
"","albini2017","2017-10-19","2413","2529","59","144","3"
"","avdullah.hoti","2017-10-19","4506","4744","792","470","12"
"","behgjeti","2017-10-19","7136","7188","150","91","3"
"","DardanMolliqaj8","2017-10-19","1272","1306","18","13","1"
"","fatmirlimaj","2017-10-19","4904","4957","248","242","7"
"","HashimThaciOfficial","2017-10-19","19895","20055","577","57","3"
"","IsaMustafaKS","2017-10-19","2304","2319","59","65","3"
"","kadriveseliofficial","2017-10-19","12429","12693","1692","534","8"
"","mimozakusari","2017-10-19","1807","1825","25","25","5"
"","RamushHaradinajOfficial","2017-10-19","5602","5675","51","76","6"
"","albini2017","2017-10-18","1823","1915","35","39","2"
"","avdullah.hoti","2017-10-18","3224","3237","27","17","8"
"","fatmirlimaj","2017-10-18","3176","3224","192","195","8"
"","IsaMustafaKS","2017-10-18","3909","3929","67","90","4"
"","kadriveseliofficial","2017-10-18","6193","6319","771","260","5"
"","mimozakusari","2017-10-18","3257","3276","45","43","10"
"","RamushHaradinajOfficial","2017-10-18","1749","1763","31","26","3"
"","DardanMolliqaj8","2017-10-18","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-18","0","0","0","0","0"
"","behgjeti","2017-10-18","0","0","0","0","0"
"","albini2017","2017-10-17","1718","1792","40","52","2"
"","avdullah.hoti","2017-10-17","3078","3091","25","51","8"
"","behgjeti","2017-10-17","9384","9745","860","1400","2"
"","DardanMolliqaj8","2017-10-17","560","589","11","23","1"
"","fatmirlimaj","2017-10-17","749","751","8","26","2"
"","IsaMustafaKS","2017-10-17","488","491","6","10","1"
"","kadriveseliofficial","2017-10-17","9429","9564","771","362","10"
"","mimozakusari","2017-10-17","3614","3637","99","151","7"
"","RamushHaradinajOfficial","2017-10-17","1730","1743","23","35","2"
"","HashimThaciOfficial","2017-10-17","0","0","0","0","0"
"","albini2017","2017-10-16","496","515","3","12","1"
"","avdullah.hoti","2017-10-16","3364","3385","25","56","12"
"","behgjeti","2017-10-16","576","583","7","33","1"
"","DardanMolliqaj8","2017-10-16","954","995","43","37","1"
"","fatmirlimaj","2017-10-16","1680","1709","110","56","5"
"","HashimThaciOfficial","2017-10-16","1126","1129","12","7","1"
"","IsaMustafaKS","2017-10-16","990","1000","24","18","2"
"","kadriveseliofficial","2017-10-16","9421","9585","463","493","7"
"","mimozakusari","2017-10-16","2865","3032","632","75","5"
"","RamushHaradinajOfficial","2017-10-16","6207","6250","111","79","4"
"","albini2017","2017-10-15","1447","1504","34","87","1"
"","avdullah.hoti","2017-10-15","2165","2180","17","37","11"
"","fatmirlimaj","2017-10-15","1893","1950","282","113","3"
"","IsaMustafaKS","2017-10-15","1479","1487","27","24","2"
"","kadriveseliofficial","2017-10-15","8490","8644","763","373","7"
"","mimozakusari","2017-10-15","1676","1684","31","21","5"
"","RamushHaradinajOfficial","2017-10-15","1215","1219","18","19","2"
"","DardanMolliqaj8","2017-10-15","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-15","0","0","0","0","0"
"","behgjeti","2017-10-15","0","0","0","0","0"
"","albini2017","2017-10-14","701","720","4","11","1"
"","avdullah.hoti","2017-10-14","1376","1383","11","30","5"
"","behgjeti","2017-10-14","2129","2150","43","30","1"
"","DardanMolliqaj8","2017-10-14","1518","1555","22","12","1"
"","fatmirlimaj","2017-10-14","1756","1766","57","53","3"
"","kadriveseliofficial","2017-10-14","8880","8995","396","244","8"
"","mimozakusari","2017-10-14","1750","1756","36","227","7"
"","RamushHaradinajOfficial","2017-10-14","3853","3872","57","46","5"
"","HashimThaciOfficial","2017-10-14","0","0","0","0","0"
"","IsaMustafaKS","2017-10-14","0","0","0","0","0"
"","albini2017","2017-10-13","5244","5487","336","629","3"
"","avdullah.hoti","2017-10-13","2684","2702","33","28","9"
"","behgjeti","2017-10-13","1212","1217","22","20","1"
"","fatmirlimaj","2017-10-13","689","712","88","31","2"
"","HashimThaciOfficial","2017-10-13","690","692","25","5","1"
"","kadriveseliofficial","2017-10-13","5360","5409","166","160","6"
"","mimozakusari","2017-10-13","1125","1126","3","8","5"
"","RamushHaradinajOfficial","2017-10-13","1332","1343","19","13","2"
"","DardanMolliqaj8","2017-10-13","0","0","0","0","0"
"","IsaMustafaKS","2017-10-13","0","0","0","0","0"
"","albini2017","2017-10-12","7648","7964","235","359","2"
"","avdullah.hoti","2017-10-12","740","745","2","11","5"
"","DardanMolliqaj8","2017-10-12","887","924","102","27","1"
"","fatmirlimaj","2017-10-12","1394","1429","131","60","3"
"","HashimThaciOfficial","2017-10-12","1386","1439","134","35","2"
"","IsaMustafaKS","2017-10-12","2709","2788","308","70","4"
"","kadriveseliofficial","2017-10-12","6088","6203","503","236","6"
"","mimozakusari","2017-10-12","1888","1895","47","8","6"
"","RamushHaradinajOfficial","2017-10-12","2587","2602","23","46","3"
"","behgjeti","2017-10-12","0","0","0","0","0"
"","albini2017","2017-10-11","977","1028","30","35","1"
"","avdullah.hoti","2017-10-11","1494","1505","23","38","9"
"","behgjeti","2017-10-11","2530","2552","79","42","4"
"","fatmirlimaj","2017-10-11","1572","1593","101","128","5"
"","HashimThaciOfficial","2017-10-11","1041","1041","19","5","1"
"","IsaMustafaKS","2017-10-11","1736","1758","66","174","1"
"","kadriveseliofficial","2017-10-11","2617","2644","28","101","3"
"","mimozakusari","2017-10-11","1621","1631","19","11","5"
"","RamushHaradinajOfficial","2017-10-11","3634","3661","19","39","3"
"","DardanMolliqaj8","2017-10-11","0","0","0","0","0"
"","albini2017","2017-10-10","3492","3663","96","156","3"
"","avdullah.hoti","2017-10-10","1787","1800","17","38","14"
"","behgjeti","2017-10-10","469","477","2","6","1"
"","fatmirlimaj","2017-10-10","1810","1810","5","46","3"
"","IsaMustafaKS","2017-10-10","255","258","5","2","1"
"","kadriveseliofficial","2017-10-10","4718","4805","476","174","5"
"","mimozakusari","2017-10-10","1727","1734","22","13","5"
"","RamushHaradinajOfficial","2017-10-10","940","943","14","11","2"
"","DardanMolliqaj8","2017-10-10","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-10","0","0","0","0","0"
"","avdullah.hoti","2017-10-09","1326","1334","10","13","7"
"","DardanMolliqaj8","2017-10-09","837","854","36","13","1"
"","fatmirlimaj","2017-10-09","495","495","8","11","2"
"","HashimThaciOfficial","2017-10-09","458","465","27","0","1"
"","IsaMustafaKS","2017-10-09","747","749","11","9","1"
"","kadriveseliofficial","2017-10-09","6003","6097","469","211","6"
"","mimozakusari","2017-10-09","1054","1063","34","27","4"
"","RamushHaradinajOfficial","2017-10-09","5506","5538","99","95","4"
"","albini2017","2017-10-09","0","0","0","0","0"
"","behgjeti","2017-10-09","0","0","0","0","0"
"","albini2017","2017-10-08","2347","2454","71","181","2"
"","avdullah.hoti","2017-10-08","1949","1959","22","27","8"
"","fatmirlimaj","2017-10-08","3555","3571","86","78","6"
"","IsaMustafaKS","2017-10-08","2422","2444","54","28","2"
"","kadriveseliofficial","2017-10-08","4900","4949","215","127","5"
"","mimozakusari","2017-10-08","2506","2527","51","20","5"
"","DardanMolliqaj8","2017-10-08","0","0","0","0","0"
"","RamushHaradinajOfficial","2017-10-08","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-08","0","0","0","0","0"
"","behgjeti","2017-10-08","0","0","0","0","0"
"","albini2017","2017-10-07","2761","2871","66","109","2"
"","avdullah.hoti","2017-10-07","1651","1666","33","24","8"
"","fatmirlimaj","2017-10-07","1449","1462","118","61","3"
"","IsaMustafaKS","2017-10-07","1760","1806","171","61","3"
"","kadriveseliofficial","2017-10-07","5710","5816","627","137","5"
"","mimozakusari","2017-10-07","205","205","12","7","1"
"","RamushHaradinajOfficial","2017-10-07","1177","1184","30","21","1"
"","DardanMolliqaj8","2017-10-07","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-07","0","0","0","0","0"
"","behgjeti","2017-10-07","0","0","0","0","0"
"","albini2017","2017-10-06","1131","1196","31","79","1"
"","avdullah.hoti","2017-10-06","777","782","5","20","5"
"","behgjeti","2017-10-06","1496","1509","35","22","2"
"","fatmirlimaj","2017-10-06","2609","2628","114","94","5"
"","IsaMustafaKS","2017-10-06","1072","1082","31","42","2"
"","kadriveseliofficial","2017-10-06","9180","9322","720","257","8"
"","mimozakusari","2017-10-06","2225","2242","25","12","10"
"","RamushHaradinajOfficial","2017-10-06","1989","2004","24","17","3"
"","DardanMolliqaj8","2017-10-06","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-06","0","0","0","0","0"
"","albini2017","2017-10-05","1289","1319","14","49","2"
"","avdullah.hoti","2017-10-05","1357","1358","1","20","5"
"","behgjeti","2017-10-05","776","791","20","27","1"
"","fatmirlimaj","2017-10-05","1391","1395","17","38","2"
"","HashimThaciOfficial","2017-10-05","1202","1215","40","17","1"
"","IsaMustafaKS","2017-10-05","547","553","5","7","1"
"","kadriveseliofficial","2017-10-05","1713","1748","204","46","2"
"","mimozakusari","2017-10-05","2182","2188","52","22","7"
"","RamushHaradinajOfficial","2017-10-05","537","539","3","7","1"
"","DardanMolliqaj8","2017-10-05","0","0","0","0","0"
"","avdullah.hoti","2017-10-04","2657","2666","22","49","5"
"","behgjeti","2017-10-04","511","515","10","28","1"
"","fatmirlimaj","2017-10-04","1236","1237","6","34","3"
"","kadriveseliofficial","2017-10-04","6873","7005","532","141","6"
"","mimozakusari","2017-10-04","706","709","11","7","2"
"","RamushHaradinajOfficial","2017-10-04","2398","2423","50","59","3"
"","DardanMolliqaj8","2017-10-04","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-04","0","0","0","0","0"
"","albini2017","2017-10-04","0","0","0","0","0"
"","IsaMustafaKS","2017-10-04","0","0","0","0","0"
"","albini2017","2017-10-03","1460","1511","60","138","1"
"","avdullah.hoti","2017-10-03","1600","1605","32","28","8"
"","behgjeti","2017-10-03","1322","1331","16","12","3"
"","DardanMolliqaj8","2017-10-03","1451","1489","52","117","1"
"","fatmirlimaj","2017-10-03","1798","1826","65","178","4"
"","HashimThaciOfficial","2017-10-03","848","851","28","9","1"
"","IsaMustafaKS","2017-10-03","1343","1367","87","76","2"
"","kadriveseliofficial","2017-10-03","10565","10735","543","777","6"
"","mimozakusari","2017-10-03","1559","1581","37","1","6"
"","RamushHaradinajOfficial","2017-10-03","0","0","0","0","0"
"","albini2017","2017-10-02","2127","2235","23","52","2"
"","avdullah.hoti","2017-10-02","963","965","6","8","5"
"","behgjeti","2017-10-02","1283","1332","36","16","3"
"","DardanMolliqaj8","2017-10-02","3736","3890","200","211","1"
"","fatmirlimaj","2017-10-02","833","847","53","51","2"
"","HashimThaciOfficial","2017-10-02","476","498","18","2","1"
"","IsaMustafaKS","2017-10-02","1167","1173","27","15","2"
"","kadriveseliofficial","2017-10-02","10074","10233","894","377","3"
"","mimozakusari","2017-10-02","1379","1391","55","13","5"
"","RamushHaradinajOfficial","2017-10-02","5109","5225","86","78","6"
"","DardanMolliqaj8","2017-10-01","0","0","0","0","0"
"","mimozakusari","2017-10-01","0","0","0","0","0"
"","RamushHaradinajOfficial","2017-10-01","0","0","0","0","0"
"","kadriveseliofficial","2017-10-01","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-01","0","0","0","0","0"
"","albini2017","2017-10-01","0","0","0","0","0"
"","behgjeti","2017-10-01","0","0","0","0","0"
"","fatmirlimaj","2017-10-01","0","0","0","0","0"
"","avdullah.hoti","2017-10-01","0","0","0","0","0"
"","IsaMustafaKS","2017-10-01","0","0","0","0","0"
"","albini2017","2017-11-05","1368","1463","30","179","2"
"","avdullah.hoti","2017-11-05","1484","1501","68","48","4"
"","IsaMustafaKS","2017-11-05","916","935","64","46","1"
"","mimozakusari","2017-11-05","253","256","2","0","2"
"","RamushHaradinajOfficial","2017-11-05","2132","2157","60","66","1"
"","DardanMolliqaj8","2017-11-05","0","0","0","0","0"
"","kadriveseliofficial","2017-11-05","0","0","0","0","0"
"","HashimThaciOfficial","2017-11-05","0","0","0","0","0"
"","behgjeti","2017-11-05","0","0","0","0","0"
"","fatmirlimaj","2017-11-05","0","0","0","0","0"
"","avdullah.hoti","2017-11-04","1864","1867","15","7","5"
"","DardanMolliqaj8","2017-11-04","523","538","10","15","1"
"","fatmirlimaj","2017-11-04","293","293","0","32","1"
"","kadriveseliofficial","2017-11-04","987","994","8","48","2"
"","mimozakusari","2017-11-04","429","437","47","12","1"
"","RamushHaradinajOfficial","2017-11-04","6476","6548","257","112","1"
"","HashimThaciOfficial","2017-11-04","0","0","0","0","0"
"","albini2017","2017-11-04","0","0","0","0","0"
"","behgjeti","2017-11-04","0","0","0","0","0"
"","IsaMustafaKS","2017-11-04","0","0","0","0","0"
"","avdullah.hoti","2017-11-03","814","814","8","5","4"
"","IsaMustafaKS","2017-11-03","349","350","5","8","1"
"","kadriveseliofficial","2017-11-03","999","1005","7","48","2"
"","mimozakusari","2017-11-03","935","954","16","10","5"
"","DardanMolliqaj8","2017-11-03","0","0","0","0","0"
"","RamushHaradinajOfficial","2017-11-03","0","0","0","0","0"
"","HashimThaciOfficial","2017-11-03","0","0","0","0","0"
"","albini2017","2017-11-03","0","0","0","0","0"
"","behgjeti","2017-11-03","0","0","0","0","0"
"","fatmirlimaj","2017-11-03","0","0","0","0","0"
"","avdullah.hoti","2017-11-02","132","134","0","2","1"
"","behgjeti","2017-11-02","1162","1174","39","23","3"
"","HashimThaciOfficial","2017-11-02","979","987","36","8","1"
"","IsaMustafaKS","2017-11-02","727","736","18","14","2"
"","kadriveseliofficial","2017-11-02","1626","1637","17","48","3"
"","mimozakusari","2017-11-02","131","134","4","1","1"
"","RamushHaradinajOfficial","2017-11-02","1024","1030","23","20","2"
"","DardanMolliqaj8","2017-11-02","0","0","0","0","0"
"","albini2017","2017-11-02","0","0","0","0","0"
"","fatmirlimaj","2017-11-02","0","0","0","0","0"
"","avdullah.hoti","2017-11-01","1050","1057","24","8","4"
"","behgjeti","2017-11-01","1247","1262","20","27","2"
"","fatmirlimaj","2017-11-01","188","195","0","7","1"
"","HashimThaciOfficial","2017-11-01","3100","3152","385","42","3"
"","IsaMustafaKS","2017-11-01","421","425","13","10","1"
"","kadriveseliofficial","2017-11-01","2823","2861","24","66","5"
"","mimozakusari","2017-11-01","1082","1158","209","59","2"
"","RamushHaradinajOfficial","2017-11-01","3033","3079","38","43","3"
"","DardanMolliqaj8","2017-11-01","0","0","0","0","0"
"","albini2017","2017-11-01","0","0","0","0","0"
"","avdullah.hoti","2017-10-31","1592","1598","38","30","5"
"","behgjeti","2017-10-31","1036","1069","26","26","2"
"","fatmirlimaj","2017-10-31","507","508","4","43","2"
"","IsaMustafaKS","2017-10-31","739","747","30","44","1"
"","kadriveseliofficial","2017-10-31","1516","1522","16","32","2"
"","mimozakusari","2017-10-31","320","323","12","5","2"
"","RamushHaradinajOfficial","2017-10-31","928","939","25","33","1"
"","DardanMolliqaj8","2017-10-31","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-31","0","0","0","0","0"
"","albini2017","2017-10-31","0","0","0","0","0"
"","avdullah.hoti","2017-10-30","144","144","2","0","1"
"","HashimThaciOfficial","2017-10-30","1029","1037","12","5","1"
"","IsaMustafaKS","2017-10-30","918","941","95","29","1"
"","kadriveseliofficial","2017-10-30","711","715","14","10","1"
"","mimozakusari","2017-10-30","1049","1059","20","13","1"
"","RamushHaradinajOfficial","2017-10-30","3761","3790","56","42","3"
"","DardanMolliqaj8","2017-10-30","0","0","0","0","0"
"","albini2017","2017-10-30","0","0","0","0","0"
"","behgjeti","2017-10-30","0","0","0","0","0"
"","fatmirlimaj","2017-10-30","0","0","0","0","0"
"","DardanMolliqaj8","2017-10-29","0","0","0","0","0"
"","mimozakusari","2017-10-29","0","0","0","0","0"
"","RamushHaradinajOfficial","2017-10-29","0","0","0","0","0"
"","kadriveseliofficial","2017-10-29","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-29","0","0","0","0","0"
"","albini2017","2017-10-29","0","0","0","0","0"
"","behgjeti","2017-10-29","0","0","0","0","0"
"","fatmirlimaj","2017-10-29","0","0","0","0","0"
"","avdullah.hoti","2017-10-29","0","0","0","0","0"
"","IsaMustafaKS","2017-10-29","0","0","0","0","0"
"","avdullah.hoti","2017-10-28","3425","3437","88","15","4"
"","behgjeti","2017-10-28","722","726","11","11","1"
"","fatmirlimaj","2017-10-28","343","344","3","31","1"
"","IsaMustafaKS","2017-10-28","486","490","15","4","1"
"","kadriveseliofficial","2017-10-28","747","759","22","25","1"
"","RamushHaradinajOfficial","2017-10-28","805","817","14","15","1"
"","DardanMolliqaj8","2017-10-28","0","0","0","0","0"
"","mimozakusari","2017-10-28","0","0","0","0","0"
"","HashimThaciOfficial","2017-10-28","0","0","0","0","0"
"","albini2017","2017-10-28","0","0","0","0","0"
"","avdullah.hoti","2017-10-27","92","93","2","0","1"
"","behgjeti","2017-10-27","1983","2016","59","51","2"
"","fatmirlimaj","2017-10-27","499","500","3","41","1"
"","HashimThaciOfficial","2017-10-27","981","989","24","9","1"
"","IsaMustafaKS","2017-10-27","616","632","18","14","1"
"","kadriveseliofficial","2017-10-27","870","874","6","16","1"
"","mimozakusari","2017-10-27","1019","1043","84","21","2"
"","DardanMolliqaj8","2017-10-27","0","0","0","0","0"
"","RamushHaradinajOfficial","2017-10-27","0","0","0","0","0"
"","albini2017","2017-10-27","0","0","0","0","0"
"","avdullah.hoti","2017-10-26","1381","1387","10","26","6"
"","behgjeti","2017-10-26","4554","4655","205","148","2"
"","HashimThaciOfficial","2017-10-26","2212","2234","60","13","2"
"","mimozakusari","2017-10-26","604","617","24","8","3"
"","RamushHaradinajOfficial","2017-10-26","1173","1180","23","17","2"
"","DardanMolliqaj8","2017-10-26","0","0","0","0","0"
"","kadriveseliofficial","2017-10-26","0","0","0","0","0"
"","albini2017","2017-10-26","0","0","0","0","0"
"","fatmirlimaj","2017-10-26","0","0","0","0","0"
"","IsaMustafaKS","2017-10-26","0","0","0","0","0"
"","albini2017","2017-10-25","1108","1145","52","115","1"
"","avdullah.hoti","2017-10-25","509","510","1","4","2"
"","behgjeti","2017-10-25","1729","1745","25","21","2"
"","HashimThaciOfficial","2017-10-25","1466","1470","19","8","1"
"","kadriveseliofficial","2017-10-25","987","994","9","15","1"
"","RamushHaradinajOfficial","2017-10-25","1961","1974","14","28","2"
"","DardanMolliqaj8","2017-10-25","0","0","0","0","0"
"","mimozakusari","2017-10-25","0","0","0","0","0"
"","fatmirlimaj","2017-10-25","0","0","0","0","0"
"","IsaMustafaKS","2017-10-25","0","0","0","0","0"
"","avdullah.hoti","2017-10-24","1435","1437","21","1","2"
"","fatmirlimaj","2017-10-24","353","354","3","14","1"
"","HashimThaciOfficial","2017-10-24","2661","2672","54","17","2"
"","IsaMustafaKS","2017-10-24","1820","1862","93","17","2"
"","kadriveseliofficial","2017-10-24","726","732","8","8","1"
"","RamushHaradinajOfficial","2017-10-24","1152","1164","19","19","1"
"","DardanMolliqaj8","2017-10-24","0","0","0","0","0"
"","mimozakusari","2017-10-24","0","0","0","0","0"
"","albini2017","2017-10-24","0","0","0","0","0"
"","behgjeti","2017-10-24","0","0","0","0","0"
"","albini2017","2017-10-23","2907","3061","224","147","1"
